geneid	Day1.AM	Day1.PM	Day2.AM	Day2.PM
7443084	-0.05379	0.97105	-0.99074	0.32281
7443085	-2.77844	0.19759	1.19688	0.84409
7443087	-2.86523	1.93839	-0.24048	2.6482
7443088	2.52029	0.4251	0.73894	-0.6148
7443089	0.93351	-3.00198	3.69061	-3.35253
7443091	-2.32098	-0.5529	0.13848	2.39251
7443092	0.19871	-0.74148	0.86806	-1.92366
7443094	-0.87037	-0.90466	0.16629	-0.64547
7443096	-0.66892	0.86278	0.85186	0.44836
7443097	0.90711	0.08028	0.25744	-0.569
7443099	-1.44837	-1.01735	2.62458	-0.82349
7443100	-2.62097	0.09048	0.08703	-0.00298
7443106	-2.03013	0.87095	-1.09177	0.87062
7443107	-0.86411	0.25196	-0.00533	-0.45626
7443108	1.86748	0.14957	0.47924	-0.83784
7443109	-1.65131	-0.22241	-0.86361	0.00179
7443111	-0.2134	-1.08359	-0.1913	-1.45437
7443112	1.2945	-1.01657	0.30665	-1.88435
7443114	0.19833	2.65009	-2.36246	2.98225
7443115	-1.22295	1.56803	-1.22313	0.28827
7443117	0.0122	0.57138	1.03264	0.92657
7443119	-3.34614	1.39366	-0.51376	1.68607
7443120	-1.35626	0.75098	-0.60548	0.8654
7443122	3.58005	-0.53016	1.31371	-2.76325
7443123	-1.06898	0.49483	0.37178	0.15047
7443124	0.96816	0.36231	2.19284	-0.79971
7443125	0.12358	-0.73393	1.27555	-1.01247
7443127	NA	NA	NA	NA
7443131	-3.15786	0.5604	-0.06972	0.19864
7443132	-1.35912	0.38658	-0.5477	0.55594
7443137	0.72478	-3.67431	3.37906	-1.73772
7443138	0.86339	-1.18451	1.89999	-1.79577
7443139	0.47904	0.99237	0.33522	0.22983
7443141	-0.16453	-0.00933	0.36167	-0.01093
7443142	0.33077	-0.20703	0.91444	-0.17206
7443143	-2.16092	2.76522	-1.7696	1.94209
7443145	-1.85457	2.5525	-3.42478	1.82621
7443148	-2.35585	0.52259	-1.03479	1.55169
7443149	-1.6957	0.6882	0.89833	0.33393
7443151	0.92498	-0.40609	-0.53009	-0.28027
7443152	-3.54237	0.97841	0.50386	1.02983
7443153	-0.38444	2.19976	-0.64124	1.91209
7443154	3.44804	0.09053	1.1688	-2.34403
7443155	-2.17884	1.38485	-0.93597	0.41991
7443157	1.74471	-0.45142	0.945	-1.46199
7443158	0.9897	0.28847	-0.75705	0.0657
7443160	-2.50067	0.67677	-0.93551	0.78884
7443163	-0.34673	2.81492	-2.00932	2.7282
7443165	-1.17545	2.57796	-0.42628	1.65627
7443167	0.1056	-1.94995	1.47729	-0.89657
7443170	2.11129	-1.4621	1.57171	-0.84395
7443171	-1.03405	0.17734	1.75939	1.23915
7443172	-2.8392	0.50536	0.15767	0.24075
7443173	1.26197	-0.02365	0.2977	-0.94781
7443174	0.7661	-0.5856	1.08752	-1.2181
7443175	-1.52715	1.59567	-0.81172	1.43208
7443178	-0.54192	0.64513	-1.16919	0.39644
7443179	0.61877	-0.25243	0.90128	-1.63549
7443182	0.20805	-1.68617	0.76127	-0.73033
7443183	2.39629	0.36885	0.53519	-2.92979
7443184	0.69111	-0.65859	0.10114	-0.89778
7443185	-2.42102	0.60422	0.4394	0.72083
7443186	0.8233	0.12778	-0.29144	-0.10876
7443188	-2.15013	0.18486	-1.46201	0.46412
7443189	2.11122	-1.56301	2.03398	-2.5733
7443190	1.50882	1.00777	0.91143	-0.39735
7443192	0.49079	0.31564	0.60977	0.30692
7443193	-1.20866	-3.43762	-1.13921	-1.70511
7443196	-0.73113	0.37781	-0.10142	0.32023
7443197	NA	NA	NA	NA
7443199	NA	NA	NA	NA
7443204	0.65233	0.55776	1.05294	-0.16726
7443209	-1.02796	-0.23412	1.3773	-0.53876
7443211	1.93348	-1.87011	1.60862	-2.81191
7443213	-1.47472	-0.15639	1.20445	-0.03798
7443214	-1.05175	0.22918	0.07054	-0.42635
7443216	-0.39477	0.04317	1.10992	0.99581
7443217	0.06059	-0.18326	0.21075	0.88793
7443218	NA	NA	NA	NA
7443220	-2.06903	1.28113	-2.00089	1.02106
7443221	-1.94778	0.86376	-0.33929	0.72297
7443222	-2.74399	1.25879	-2.27274	1.73021
7443225	-0.51184	1.62604	-2.0385	0.87159
7443226	-1.28036	2.36571	-2.81171	1.36468
7443228	0.11401	-0.14034	1.45753	-0.35723
7443230	1.81493	-0.15052	0.68563	-1.34021
7443231	1.62218	0.50254	0.83525	0.45396
7443232	0.57614	0.36141	-0.06711	0.68564
7443233	-0.28643	-2.1749	1.60349	-1.81349
7443234	-2.22368	0.74736	-0.17433	0.71673
7443235	-0.04556	0.12796	1.21369	-0.88784
7443236	-0.49108	-0.31536	0.17408	-2.19541
7443237	-0.777	0.62379	0.95998	1.22775
7443239	0.30989	-0.10815	0.93329	-1.80218
7443241	0.61652	1.91212	-0.35527	1.59336
7443244	-1.50456	1.32662	-1.15049	1.52823
7443245	-2.57564	1.9541	-0.84205	1.27524
7443247	-0.40647	1.97382	-1.5564	0.64625
7443248	0.77666	0.76395	1.69769	0.24674
7443251	2.27284	0.80218	0.94931	-0.29471
7443253	1.93101	0.74506	-1.23186	-0.01
7443254	1.16899	0.52005	-0.75662	-0.09302
7443255	-2.82061	-0.59219	0.04145	0.14141
7443256	-0.09589	2.46873	0.53703	2.12183
7443258	4.07018	-3.69224	2.36476	-3.77941
7443259	-0.20703	-1.06229	-0.61117	-1.61168
7443261	-1.03384	1.39564	-0.79977	0.95918
7443263	3.34178	-0.04233	1.58264	-0.50278
7443266	1.27642	-0.47172	-0.26799	-1.20094
7443269	-0.61123	-0.32703	-0.72893	-0.28182
7443271	-3.51404	-0.99134	1.14204	-1.05956
7443272	0.65817	-1.08963	0.47604	-0.90231
7443273	-0.47791	2.03484	-0.78571	1.47418
7443274	0.68716	1.69098	-0.55633	0.78155
7443277	-1.42276	0.3867	-1.20321	0.35738
7443278	-0.62213	-0.74891	0.32359	-0.62971
7443280	-3.28122	0.39668	0.5743	0.20736
7443281	-2.4631	0.84201	-1.539	1.08704
7443282	-2.79337	0.0203	-0.20442	0.76785
7443286	0.38634	0.50216	-1.26056	0.69541
7443287	-1.60196	2.97628	0.60343	0.88882
7443289	-2.06544	-0.95234	-0.74817	-2.11866
7443293	2.56208	0.24842	1.31527	-0.41856
7443295	1.68405	1.532	-0.04663	0.60527
7443296	-1.27322	1.12901	-0.53814	0.5374
7443298	0.0204	-0.74132	0.07135	-0.37542
7443299	-1.03414	-0.23417	0.1068	-0.22986
7443300	1.30771	-1.91201	1.36824	-2.78827
7443301	1.68956	-0.47975	0.43246	-1.35481
7443302	-3.50812	1.0028	-0.90537	0.9555
7443303	-1.11925	1.12215	0.13785	-0.60298
7443307	-2.39319	-0.73009	-0.81698	-0.04474
7443309	-1.52568	-0.47799	-0.13145	0.35395
7443314	-0.72486	-0.12091	0.70052	-1.03586
7443317	-0.99813	2.24164	-2.49163	1.64613
7443319	-0.12329	-0.76809	-1.30587	-0.33848
7443321	-2.25607	-0.98886	-0.90951	-0.58237
7443323	-3.19111	1.69409	0.20682	0.99442
7443326	2.33889	-2.86147	2.45431	-1.13408
7443327	1.09401	0.38398	-0.30723	-1.73696
7443328	0.97653	-0.02526	-0.01582	-0.82359
7443329	1.24582	0.14685	1.58067	-0.16359
7443331	0.54426	0.54916	1.20572	0.59083
7443332	-1.1745	1.71249	-1.263	1.93177
7443334	1.0538	1.08718	0.62652	0.40069
7443336	-0.91487	0.46131	1.35068	0.677
7443338	-1.16526	-1.70039	0.56177	-0.94847
7443339	-2.52504	0.45916	-0.25414	0.60058
7443342	1.54539	0.82032	0.28957	1.36025
7443344	-0.19365	0.58143	-0.31363	0.20452
7443345	-3.38805	0.61103	0.15952	0.01265
7443346	-2.35772	3.2322	-1.75019	1.75888
7443347	1.53421	-0.47683	0.35778	-0.10647
7443350	-2.5774	0.63544	-0.44918	0.81279
7443351	0.11859	-0.64269	0.14459	-1.04928
7443352	-1.66575	0.92254	-0.02906	1.62068
7443353	-1.6517	-1.09133	0.34563	-0.88906
7443357	-1.48809	1.0885	-1.21532	0.88793
7443359	-2.75786	0.58435	-0.27962	0.58602
7443360	-2.46561	-0.04672	-0.21616	0.51914
7443362	1.94981	0.21578	0.0752	-1.12408
7443363	-3.101	-1.62707	-0.79628	-0.8668
7443364	-1.48948	2.13667	-0.90376	3.07249
7443365	0.35334	-0.33318	0.73842	-2.51305
7443367	0.54157	-0.33085	0.76998	-0.5981
7443368	-0.27749	-1.82419	0.40361	-1.65
7443372	1.35249	0.06055	0.84815	0.00403
7443373	-0.60743	2.42664	-2.51725	2.06918
7443374	1.74766	-0.30593	0.10388	1.20233
7443375	-1.60892	0.93737	-1.33637	1.01831
7443377	0.35969	2.32685	1.5788	1.8147
7443378	0.33758	2.05775	1.95729	2.26109
7443379	-0.49853	0.77346	0.85275	1.28565
7443380	1.39141	-2.49621	2.55168	-1.68698
7443381	0.44972	0.05522	0.2429	0.17984
7443383	3.82649	-6.20271	6.00838	-7.44929
7443385	-5.15953	-0.03434	-3.60454	2.0204
7443386	-4.15574	2.26856	-1.76869	2.47719
7443387	2.53668	-0.75959	0.41721	-0.55942
7443391	0.70373	0.28026	0.77271	-1.96836
7443396	-4.13439	0.65799	-0.48966	0.51303
7443397	-0.63563	0.12635	-0.17017	0.17319
7443398	-0.70679	1.13038	-0.09213	0.44698
7443404	-4.41423	0.67189	-0.46513	0.62357
7443408	-0.18464	-0.05969	0.46245	-0.28319
7443411	-1.6539	-0.19015	-0.24942	-0.05455
7443412	-4.14514	1.91603	-1.98769	1.44921
7443414	-1.47526	0.53326	1.65866	0.71289
7443416	NA	NA	NA	NA
7443417	NA	NA	NA	NA
7443418	NA	NA	NA	NA
7443419	NA	NA	NA	NA
7443420	-1.33371	-2.40483	-1.45817	-2.9841
7443421	NA	NA	NA	NA
7443422	-1.06942	1.92789	-1.15632	1.47421
7443423	0.35224	-0.45362	0.52949	0.8684
7443424	-2.1304	-0.04195	-2.21346	0.51821
7443425	1.68077	-1.79329	1.04001	-1.06043
7443426	1.84976	-0.34199	0.37934	-2.45263
7443427	-3.00436	0.80103	-0.11131	1.11493
7443428	-0.46501	-1.1984	0.3779	-1.97612
7443429	1.30311	-1.35762	-0.95757	-4.65177
7443430	2.49835	-2.03494	0.79933	-2.39753
7443431	-0.92327	3.69825	-1.48884	1.18337
7443432	0.93597	-1.63895	0.76382	-0.36254
7443433	0.17847	-1.24283	-0.80964	-1.97594
7443434	-0.79954	1.86192	-0.78927	0.99137
7443436	0.49562	-0.46499	1.25759	-1.32635
7443440	-0.45679	-1.17672	-0.33531	-0.16497
7443441	7.73814	0.26944	0.47355	-1.95305
7443444	NA	NA	NA	NA
7443445	2.92227	-0.23917	0.44088	-0.60941
7443446	NA	NA	NA	NA
7443448	-2.20596	0.37635	-0.34228	0.72293
7443450	4.33589	1.33877	0.70165	-0.69645
7443451	0.15005	-1.81161	0.37881	-1.34534
7443452	1.08612	-0.25828	0.4918	0.22051
7443454	-3.36174	5.96606	-1.13086	3.16167
7443455	-2.71393	-0.20088	-0.10342	0.62804
7443456	-3.72941	-0.69452	1.97247	0.15011
7443458	0.18794	-0.36623	-0.0694	-1.5076
7443459	0.22277	-1.60841	0.51011	-2.16936
7443461	3.18897	-0.92091	1.26117	-2.38129
7443464	-2.03504	-0.17365	-0.33872	0.43334
7443469	-1.86295	0.60502	0.73659	0.64037
7443474	0.67714	-5.40311	2.17346	-1.75682
7443476	0.8444	-0.65557	0.82074	-0.22336
7443478	1.10966	-0.30982	0.9841	-1.64572
7443479	-0.90612	1.25806	-1.1768	0.35494
7443483	-2.70515	0.98681	-1.50009	1.08073
7443486	-1.92174	1.08764	0.01326	0.75893
7443487	2.32783	-0.10342	0.8227	-1.42015
7443489	-0.56691	1.21133	-1.56983	0.26768
7443491	-2.03141	0.40776	-0.20846	0.69924
7443492	0.14445	2.02592	0.88446	2.19582
7443496	0.94298	-3.36704	1.10485	-2.24246
7443497	1.37782	-2.0993	1.26193	-0.35069
7443498	-0.82672	-0.04828	-0.06755	0.60643
7443499	-1.05136	-0.49873	0.02726	0.23192
7443501	-0.0837	0.37259	0.2695	0.10113
7443502	0.18809	-1.24203	0.03999	-1.08095
7443503	-2.85632	0.44961	-0.35798	0.19152
7443504	-0.0037	0.59304	-0.05301	0.1904
7443506	-1.89472	1.3336	-0.53188	0.50243
7443507	-1.14314	1.91697	0.08654	0.97036
7443508	-2.06789	0.39109	-0.64021	0.03752
7443509	-1.61781	1.75927	-3.29374	2.19765
7443510	-2.56557	0.55216	0.16927	0.87743
7443512	-1.76555	1.15404	-0.48395	1.33121
7443513	0.64743	-0.78229	0.81915	-1.13334
7443516	0.76913	0.76656	-0.87743	1.12366
7443519	-1.17529	1.15353	-0.33148	1.02535
7443520	0.58725	-1.19177	1.39638	-1.97437
7443522	0.88373	0.84397	0.49811	0.41058
7443525	-2.54688	0.4744	-2.35046	1.03689
7443526	-2.36795	-0.24249	-0.159	0.06717
7443527	-1.45851	1.00329	-1.00079	0.64095
7443528	-2.71805	0.92018	-1.75222	0.97424
7443529	-3.16537	-0.1741	1.20627	-1.10297
7443530	-2.02038	-2.25532	-2.73109	-1.51952
7443532	-0.33899	1.55313	0.10346	1.41484
7443534	-2.00647	0.70086	-0.04709	0.36403
7443535	0.46413	-0.59379	-0.99046	-0.83479
7443539	-0.29929	1.012	-2.27072	1.27703
7443541	2.28427	-1.03939	0.36892	-1.56757
7443542	2.68193	0.18328	0.78611	0.34634
7443544	2.15268	-2.56017	1.67893	-2.46418
7443546	2.53197	-2.02992	2.24401	-2.23871
7443547	1.32172	-0.40669	0.69462	-0.57085
7443548	0.37747	-0.70643	1.07043	-0.95433
7443550	-0.54915	-0.37567	3.02526	0.03767
7443551	-2.52629	5.15774	-4.49732	5.03044
7443552	2.11046	0.4842	0.36521	-0.33027
7443553	-3.46066	2.51074	-1.23887	1.88094
7443557	-3.26241	0.08862	-1.18506	-0.22481
7443558	-0.3781	-1.02191	0.55443	-0.36094
7443559	-2.14942	0.76244	-1.07734	0.97808
7443562	-3.64097	-1.59238	0.58303	-1.28973
7443564	1.60434	-1.89905	0.4432	-3.21172
7443565	-2.13092	1.36129	0.00085	0.75615
7443566	-0.8055	1.50113	-1.82264	1.08525
7443571	-0.94054	-0.41943	0.19229	-0.42363
7443572	-0.71902	0.80399	-0.4915	1.0987
7443573	0.6801	-0.60376	0.77294	-1.88134
7443574	2.49874	0.11302	0.13887	-0.51928
7443576	0.42442	1.15143	-0.84934	0.86868
7443577	1.68733	-1.57784	0.92691	-1.15278
7443578	-1.32635	2.78059	-2.59399	1.84348
7443581	-3.02158	-0.34009	0.33244	-0.53915
7443583	0.20961	-0.6507	0.46917	-0.49438
7443584	0.61935	-1.17217	-0.13925	-1.57181
7443585	-3.2866	-2.19499	-0.74285	-0.19502
7443586	-0.44918	-1.89749	1.11702	-1.37855
7443587	-0.11368	-0.44974	-0.02169	-2.51139
7443589	-1.25766	0.87081	-1.84467	1.02252
7443591	0.45318	-0.07264	0.5779	-0.97284
7443592	-1.33511	1.03532	-0.06117	1.6369
7443594	-1.76396	2.04432	0.0404	2.28985
7443595	2.31736	-0.67733	0.15198	-0.78783
7443596	-6.09227	1.48253	-0.74355	1.22177
7443597	-0.21356	0.78907	-0.61537	0.34054
7443599	-1.80057	1.34426	-1.27809	1.08159
7443600	-0.56897	-0.15978	0.41571	-1.40524
7443601	-1.39993	0.07447	-0.05224	-0.20443
7443604	-2.53703	1.22754	-0.99925	1.5511
7443605	-2.2393	0.84952	0.29997	1.54458
7443607	0.06761	0.0758	0.12958	-0.02191
7443608	0.34518	3.08808	1.96979	2.93335
7443613	1.17362	-1.42774	1.8215	-1.55653
7443615	NA	NA	NA	NA
7443616	-2.17288	-0.02605	-0.50805	0.04522
7443618	1.35476	-0.92213	0.92364	-0.12319
7443620	-0.17448	-3.16328	0.79977	-3.37069
7443621	0.2082	-0.4664	-1.17687	-1.49328
7443622	0.61258	0.02786	0.78171	-0.0875
7443628	-0.92403	2.91904	-2.17912	2.48756
7443629	NA	NA	NA	NA
7443633	-4.78531	2.63417	-1.61706	3.24443
7443635	-2.4098	-0.41808	0.69299	0.54358
7443637	0.44964	1.2407	-0.5627	-0.05147
7443638	-3.68504	-2.25495	-2.20733	-0.93802
7443639	-0.94401	-0.52588	-1.64641	-0.74655
7443640	0.2885	0.35708	-0.24929	0.50792
7443641	-1.00715	-0.88322	-0.88818	0.46633
7443642	-0.76791	-0.20164	0.88655	-0.54246
7443643	-0.92548	1.8084	-1.41512	0.82487
7443644	-3.76065	1.33253	-1.19106	1.64591
7443645	-2.60921	-0.11219	-0.62319	0.38045
7443649	0.491	0.62184	0.42523	-0.31507
7443650	2.76222	-0.31318	0.17716	-0.49442
7443652	-0.29066	0.31786	-0.58659	0.5849
7443653	NA	NA	NA	NA
7443654	NA	NA	NA	NA
7443655	NA	NA	NA	NA
7443656	NA	NA	NA	NA
7443659	NA	NA	NA	NA
7443660	NA	NA	NA	NA
7443663	1.39202	-0.00521	1.43233	-0.6719
7443669	-0.20397	-0.22481	0.65375	0.24905
7443671	0.33842	-1.30686	-0.61239	-0.38825
7443673	0.93984	-0.3068	0.04457	-0.16546
7443675	3.96712	-0.20734	0.00391	-0.24694
7443676	1.95291	0.66078	0.17575	-0.36369
7443678	2.16375	-3.2846	2.53141	-2.55586
7443679	-4.23234	3.26127	0.51131	2.41248
7443680	-0.61049	0.76014	-3.80663	1.49436
7443682	1.14313	0.85247	2.65105	1.6588
7443686	0.57814	-0.26582	0.53498	0.1372
7443687	1.71011	0.70346	0.43281	-0.06133
7443688	NA	NA	NA	NA
7443689	-2.43745	0.23689	0.59906	-0.31864
7443690	0.54625	1.24655	-1.29631	0.81122
7443691	0.50078	-0.01208	1.45361	0.45449
7443692	-1.84337	-1.0712	-0.9928	0.29891
7443695	-2.68306	-0.68317	-0.3508	0.15002
7443696	0.6159	0.16238	-0.94392	-0.05954
7443697	-3.5849	2.19928	0.27947	2.07947
7443698	-2.22545	2.65349	0.33684	3.13017
7443701	0.23622	0.16674	0.14663	0.44737
7443703	-1.89058	0.11983	0.17902	0.04616
7443705	-3.84498	0.19951	-0.58019	0.1561
7443706	-2.86713	0.22125	-0.74189	2.48023
7443708	-1.88353	1.72436	-0.22843	1.46591
7443709	0.42979	-2.06748	2.7373	-1.82004
7443711	1.41454	-0.47491	0.89224	-2.28852
7443712	3.38803	-1.86981	1.3554	-2.40073
7443713	3.21827	-1.60235	2.21072	-3.28826
7443716	-4.07308	1.08292	-2.27888	0.97375
7443718	0.26562	0.31506	-1.01957	-0.53134
7443719	-3.59662	1.39054	-0.17172	1.40312
7443721	0.48449	-0.72096	0.49256	-0.9936
7443723	-2.85494	1.30897	-1.78448	1.70656
7443726	0.40086	0.38129	-0.38951	0.43356
7443727	0.60106	0.14688	0.89741	0.3355
7443729	1.11887	0.52147	1.43046	-1.40328
7443730	-5.44908	2.05017	-1.57851	1.57988
7443732	0.58259	-0.06741	-0.00457	-0.32209
7443733	-3.3162	3.4598	0.36862	3.29465
7443735	2.69584	-0.19407	1.85318	-1.65894
7443736	-4.04295	1.51749	-1.09085	1.02546
7443738	-0.974	1.11332	0.08099	0.82881
7443739	0.73277	-1.25558	0.63078	-3.52837
7443741	-2.15609	-2.45225	0.38632	-0.43253
7443742	1.83551	1.35007	2.68851	1.16862
7443743	1.50265	-0.12985	0.55218	-1.28759
7443744	0.74373	0.0789	-0.97112	0.16661
7443745	-2.72017	-0.16639	-0.26853	-0.14475
7443746	-2.31696	-0.52496	-0.23925	0.23802
7443747	-2.61403	0.61021	-1.72237	1.59385
7443748	0.24039	-0.17975	0.44264	0.04201
7443751	1.779	-1.39582	0.4474	-1.15204
7443752	1.29103	-0.56269	0.88771	-1.64089
7443753	1.29167	-0.70053	1.69117	0.07938
7443754	-1.75369	1.88183	0.39349	1.31566
7443755	0.37335	0.16563	1.04254	0.83393
7443756	-2.01686	-0.03999	0.2549	-0.33113
7443758	-1.96005	-1.0379	0.55267	-0.95209
7443759	-0.17795	-0.42444	-0.33875	-1.18826
7443761	-2.34982	-0.26061	0.32375	0.22238
7443763	-1.4712	-0.44304	-0.14022	0.01402
7443765	0.58828	-1.00444	0.43644	-0.48543
7443766	-0.16002	-0.86412	0.745	-0.90335
7443768	-3.4803	0.45261	-0.45036	0.21875
7443769	1.5316	-0.76736	0.25048	-2.58555
7443770	-2.59275	2.0483	-1.80639	1.06396
7443772	-0.93773	1.09688	-0.42359	0.31438
7443776	-4.88138	1.04664	-1.96128	1.10951
7443778	0.61234	2.0058	-0.36518	0.75489
7443780	0.65221	0.29272	1.12758	0.22676
7443782	2.25766	-0.73796	2.43313	0.34659
7443783	1.83375	-3.27451	2.96816	-1.62446
7443785	-1.91537	0.74896	0.03158	1.08499
7443787	2.56788	-1.9112	0.73901	-3.49954
7443788	1.30377	0.91835	0.20913	-0.13266
7443791	-3.16604	1.50485	0.0371	0.97022
7443794	-0.58088	-0.63977	0.08941	-0.46353
7443795	0.81531	0.1475	0.78752	-0.52442
7443798	2.69539	-0.81577	0.97178	-2.23912
7443799	1.65882	-0.85719	0.45514	-1.55289
7443800	-3.63584	0.77133	0.99142	-0.00114
7443801	-2.12832	-0.8245	0.64988	-0.36264
7443804	-2.28607	-0.87934	-0.41088	0.3472
7443805	-1.87072	0.13957	-1.18223	-0.85964
7443806	1.84999	0.53726	0.6001	-0.13433
7443808	1.35108	-0.68166	0.56594	-1.25559
7443809	1.11259	0.74867	0.93907	-1.46623
7443811	-1.89242	-0.94722	-0.17235	-0.18256
7443812	-2.3823	-0.23455	-0.70237	0.21826
7443816	-0.52506	0.51338	-0.41186	0.79003
7443817	-0.38728	-0.08047	-0.59046	1.0564
7443818	NA	NA	NA	NA
7443819	-4.88882	0.05841	0.06929	-0.2923
7443821	-0.8566	-0.47213	-0.44563	-0.78719
7443826	-1.93849	0.3466	-0.66248	0.01026
7443827	-2.24159	0.61089	-0.6565	0.01969
7443830	2.10831	-0.81541	0.48543	-3.13439
7443832	1.02522	0.23413	0.54913	0.47663
7443833	-1.77197	0.12216	-0.39538	-0.26431
7443836	0.64426	0.64417	0.2978	1.0812
7443837	1.29475	-1.25967	-0.27136	-1.32199
7443838	-0.89057	-0.40595	0.425	-0.46872
7443839	1.94173	-0.65966	0.3994	-1.08987
7443841	NA	NA	NA	NA
7443842	NA	NA	NA	NA
7443843	-1.40908	-1.18039	-0.40153	-0.80025
7443845	1.25739	-0.28033	0.70953	-1.4079
7443846	-0.08206	1.47224	2.93773	0.54754
7443847	-1.65511	1.24705	-1.42134	0.32818
7443851	0.0669	-1.41191	3.23298	-2.57784
7443852	0.98427	-0.08064	0.55682	0.36539
7443854	1.72998	-1.08644	0.49039	-2.00344
7443855	-3.22641	0.67735	-0.43729	0.58574
7443858	-3.49043	0.84989	-0.78563	0.72498
7443859	0.83853	0.27206	0.51843	-0.16226
7443860	0.60798	2.03757	0.92837	3.25659
7443861	-3.86941	-0.1493	0.10309	1.45426
7443862	0.02295	0.07287	0.17074	0.23747
7443863	0.7861	0.39618	-0.09536	-0.29059
7443864	1.39825	-0.5624	0.21498	-0.09364
7443865	-3.5157	0.10056	-0.06984	0.38638
7443866	1.36546	-0.55288	1.08295	-1.47783
7443867	-1.58549	-0.69706	-0.49054	-0.95046
7443869	1.94948	0.11871	-0.36652	-0.27313
7443871	1.50183	-0.90275	0.73091	-1.68112
7443872	1.95055	-0.5701	0.30293	-0.73224
7443875	-1.18977	2.20323	1.152	1.33633
7443879	-5.10841	0.36452	0.59576	1.24569
7443880	0.12534	-0.19243	1.68099	-0.9128
7443881	NA	NA	NA	NA
7443882	-2.13128	-0.8403	1.15467	-0.81787
7443883	-2.4228	2.04604	-0.41389	1.31951
7443886	-2.29824	-0.05684	-0.15101	0.18675
7443887	1.11178	-1.01818	0.68783	-1.30791
7443888	0.96987	-1.1731	-0.40401	-1.0427
7443889	-2.68765	2.17724	-2.87158	1.27099
7443890	0.46892	0.02347	0.77999	-1.00157
7443891	1.91744	-1.34823	-0.39797	-2.5027
7443892	-2.3683	0.06457	-1.59919	-0.0886
7443893	-2.15729	0.90313	0.33146	0.95098
7443895	-4.2565	1.3562	-0.17476	0.97508
7443896	-0.69939	-1.16914	1.30649	-0.87146
7443897	2.03932	0.03095	3.17829	-0.1447
7443898	0.5489	-1.40899	-0.22473	-2.47896
7443899	-1.45927	-1.36103	0.90814	0.02257
7443900	0.52366	0.12765	0.21489	0.51311
7443902	-2.00892	-0.1755	-0.70088	0.6718
7443904	1.38536	-1.71606	0.55128	-4.28952
7443905	-1.51496	-2.42769	-1.10997	-2.16151
7443906	-1.4866	-0.09259	-0.20114	-0.462
7443907	-0.5244	0.1564	0.03315	-0.3465
7443910	-4.50885	1.75697	-1.46587	1.7754
7443916	-0.85581	-0.09752	-0.09133	0.1862
7443920	NA	NA	NA	NA
7443923	-1.3523	-0.95331	0.41237	-0.49919
7443924	-1.63816	-0.2834	0.65326	-0.39357
7443925	-0.51514	0.23448	0.31123	-0.91615
7443927	-2.71767	-0.59416	0.34963	0.01373
7443929	1.50747	-1.80371	0.30134	-1.87052
7443930	1.05952	-1.46562	0.7018	-0.44062
7443931	0.41583	-0.25804	0.66683	-0.39091
7443932	-2.36606	0.29181	-0.57408	-0.11296
7443934	-2.87295	1.96779	-3.09884	3.46391
7443935	-1.66656	0.39808	-0.53211	0.70773
7443938	-2.62755	1.68483	-0.39647	2.18052
7443942	-0.62366	0.47548	-0.41309	-0.60313
7443943	1.15551	-0.4766	-0.06022	-0.82096
7443949	-2.85386	0.37111	0.15878	0.93626
7443950	-2.6112	0.63539	0.25931	0.72593
7443953	-3.06611	1.94608	-0.79911	1.5184
7443954	-2.11053	-0.25877	0.99839	-0.45298
7443955	2.14698	0.58465	3.27518	0.75689
7443958	-2.2438	1.05206	-0.21846	0.44775
7443959	-0.08501	1.17726	0.09856	0.55553
7443961	-2.50956	1.75785	-2.72018	1.65072
7443964	-3.15623	0.31952	-0.21208	0.70782
7443966	1.55645	-1.08085	0.56699	-2.16301
7443967	-1.84965	-0.79957	0.26193	-1.15404
7443969	-1.53106	-3.16796	-2.17849	-2.7825
7443970	-0.8805	0.42685	-0.17168	0.30375
7443971	0.77442	0.303	0.10723	-0.19907
7443972	0.0135	0.81022	0.74114	-1.42673
7443973	2.66948	-0.37734	0.62857	-1.42623
7443975	-0.4804	0.32437	-0.37866	2.19584
7443976	1.63937	-1.47982	1.16289	-2.54658
7443978	2.34176	3.10346	2.7625	3.75143
7443979	-0.74211	1.78121	-0.77367	1.57391
7443981	-1.18455	0.87856	-0.78434	0.18931
7443983	-2.2357	-0.16429	1.10654	0.0316
7443985	-2.11494	1.04582	0.0444	1.18383
7443986	-2.52958	-0.64525	1.04465	-0.45146
7443987	-1.96121	-0.80383	0.37113	-0.54979
7443988	-1.44161	-1.01369	-0.02388	-0.93507
7443989	-1.59199	0.38404	0.50765	0.80783
7443990	2.57329	-0.52349	0.51983	-0.78488
7443992	-2.49364	3.77654	-0.30292	2.70431
7443993	-3.66013	0.46583	-0.91058	1.25759
7443994	NA	NA	NA	NA
7443995	-1.70371	0.99637	-0.20497	1.00213
7443996	-0.07039	-0.75401	0.11351	-1.24226
7443998	1.34367	-0.02785	0.36176	0.17524
7443999	0.95757	0.04994	0.51151	-0.04846
7444000	-3.16427	0.4018	0.14234	0.74505
7444001	-4.32153	1.81063	-1.33892	1.34548
7444002	0.25389	-0.84589	1.02292	0.02424
7444003	0.65775	-0.23556	0.20558	-0.78959
7444004	-0.67243	1.21612	-1.17261	1.14619
7444005	1.36661	-0.08641	-0.19815	-1.07727
7444006	0.55001	-0.39596	0.75942	-1.93978
