Col 0	Col 1	Col 2	Col 3	Col 4	Col 5	Col 6	Col 7	Col 8	Col 9	Col 10	Col 11	Col 12	Col 13	Col 14	Col 15	Col 16	Col 17	Col 18	Col 19	Col 20	Col 21	Col 22	Col 23	Col 24	Col 25	Col 26	Col 27	Col 28	Col 29	Col 30	Col 31	Col 32	Col 33	Col 34	Col 35	Col 36	Col 37	Col 38	Col 39	Col 40	Col 41	Col 42
VNG0176H	-0.02020270731751947	-0.09101939838716855	-1.31676829847128030	-2.82346105261353797	-0.01005033585350145	-0.62175718447327233	-3.11903048989848442	-0.33827385856784115	-0.44785082460460224	-0.90140211938040438	-0.24974423311138874	-0.32020526415734102	-0.13467490332660159	-4.05704877747840342	-0.00501254182354429	-3.48349262438898544	-1.48722027970985105	-2.22562405185791734	-1.10866262452161113	-0.63111178964049264	-0.01511363781004818	-2.63945740963659814	-0.52424864409813143	-0.83932969073802677	-0.39898614201045518	-1.90380897303667806	-1.28735441326498701	-0.05975000440577405	-0.12443007837817703	-1.23100147671385529	-0.53273045915404071	-0.98349948156760514	-0.58878716523570240	-0.96233467037556186	-0.17435338714477780	-0.63676684712383758	-1.22417551164345539	-1.68739945390381219	-0.90881871703545403	-1.50058350752201819	-0.99967234081320611	-0.89894209353954213	-1.82635091399767413
VNG0192G	-0.02224560894731974	-0.23067181773500128	-1.24827306322251608	-3.72970144863419151	-0.79186315349910297	-5.17964583683053803	-0.90881871703545403	-2.42814831596939129	-1.22417551164345539	-0.64435701639051324	-1.36257783450257453	-3.11451580954395801	-1.17118298150294509	-3.61562899237434365	-3.67300610495764612	-0.14041215371674501	-1.00512194558077073	-1.73727128394398522	-0.57981849525294205	-1.38629436111989057	-6.80339526365789382	-0.50916034444692948	-3.13269812862714847	-3.84436435695433110	-4.47414192358168705	-0.76142602131323966	-1.80180980508155630	-3.86800612001137178	-1.44816976483797810	-0.46203545959655867	-0.71539278950726504	-0.57092954783569616	-0.16841865162496325	-2.52823177452637404	-1.95899538860396882	-6.34813949104671416	-1.63475572041839023	-1.08175517160168666	-1.52326021619304797	-2.44992568089275498	-0.24846135929849961	-0.39156220293917288	-2.91507437053653673
VNG0194H	-0.02224560894731974	-0.23067181773500128	-1.24827306322251608	-3.72970144863419151	-0.79186315349910297	-5.17964583683053803	-0.90881871703545403	-2.42814831596939129	-1.22417551164345539	-0.64435701639051324	-1.36257783450257453	-3.11451580954395801	-1.17118298150294509	-3.61562899237434365	-3.67300610495764612	-0.14041215371674501	-1.00512194558077073	-1.73727128394398522	-0.57981849525294205	-1.38629436111989057	-6.80339526365789382	-0.50916034444692948	-3.13269812862714847	-3.84436435695433110	-4.47414192358168705	-0.76142602131323966	-1.80180980508155630	-3.86800612001137178	-1.44816976483797810	-0.46203545959655867	-0.71539278950726504	-0.57092954783569616	-0.16841865162496325	-2.52823177452637404	-1.95899538860396882	-6.34813949104671416	-1.63475572041839023	-1.08175517160168666	-1.52326021619304797	-2.44992568089275498	-0.24846135929849961	-0.39156220293917288	-2.91507437053653673
VNG0226G	-1.40649706843741007	-0.56916120077895416	-5.12773106597250283	-0.11878353598996698	-0.46044941644092391	-0.04499736593073581	-0.49102299646981101	-1.39432653281715480	-0.44785082460460224	-0.57625342908844590	-1.61445045425764455	-0.57447565084244678	-1.27296567581288733	-0.01918281941677399	-0.22564668153232822	-0.30245735803393531	-1.48722027970985105	-1.46101790731582715	-0.18392283816092850	-1.38629436111989057	-1.63989711991880882	-0.38566248081198462	-0.01612938192988364	-0.61433600013565548	-0.56739597525438512	-2.12026353620009100	-3.91202300542814596	-1.21739582465807672	-0.15665381004537685	-6.07920346141598866	-8.36018944260657193	-0.88188930515682273	-0.41248972304512882	-0.45570632454491111	-0.15431736038435728	-0.72773862532956435	-1.80788885115793851	-0.35953617621976464	-0.74444047494749588	-2.28278246569786614	-0.32296388659642072	-0.04604393850140685	-0.61618613942381695
VNG0243C	-0.26396554583446485	-0.00702461493696447	-1.31676829847128030	-0.50749783367331602	-0.04814037532793498	-0.00100050033358353	-0.93904771899677120	-0.83011303563310268	-1.30933331998376223	-0.21072103131565253	-2.36979384268749582	-0.03978087001184460	0.00000000000000000	-0.04082199452025517	-0.29302967877837621	-0.86512244529975568	-1.48722027970985105	-9.23976918266699521	-0.49429632181478012	-2.74887219562246532	-0.98617685933832155	-0.59420723270504161	-0.21815600980317063	-2.00248050054370763	-0.64435701639051324	-1.33560124680437253	-1.98777435315401196	-0.04709160753385057	-1.00785792539964558	-0.20825493882045903	-0.14966077455440627	-1.25176346816228445	-0.26136476413440751	-0.11765804346823246	-4.40631932724292597	-0.11765804346823246	-2.28278246569786614	-1.52326021619304797	-1.07880966137192980	-0.05340077672711530	-0.52087595961949218	-1.50507789710985751	-1.82635091399767413
VNG0245G	-0.67924427539095389	-0.31197476502082550	-0.82782208388654688	-0.75077629339658170	-2.48650793115497404	-0.69114917789727226	-1.73727128394398522	-0.11765804346823246	-5.17256616124247603	-0.21072103131565253	-2.04022082852655462	-1.28013416529149993	-0.27707189333976540	-0.07904320734045285	-0.98617685933832155	-0.56916120077895416	-1.13631415585212125	-1.87731735758970153	-0.66943065394262924	-0.82782208388654688	-0.20579491297959682	-0.92130327369769927	-0.52424864409813143	-0.11316869810563798	-1.31676829847128030	-0.16251892949777494	-1.13010295575948039	-0.14618251017808145	-0.00601807232556302	-0.46203545959655867	-1.40649706843741007	-0.33128570993391293	-1.59948758158093218	-2.09557092360971975	-0.94160853985844495	-0.02737119679613201	-0.00100050033358353	-3.34104345884240805	-9.05333662316651733	-0.33407511202149148	-0.32296388659642072	-1.65548185093550715	-1.42711635564014583
VNG0248C	-1.03282454813010660	-1.66600826392249468	-1.85789927173259994	-2.21640739675299336	-0.62735944002194211	-0.60513630323723189	-0.31334181923235860	-2.04022082852655462	-2.02495335639576624	-2.77099000087608438	-1.26584820804402365	-11.11414934501286034	-1.98777435315401196	-0.94933058595235520	-1.11474167059799334	-0.97021907389971074	-3.44828898919600579	-3.31869616015041169	-0.68121860969467152	-1.38629436111989057	-1.26584820804402365	-1.08470938349911816	-4.64391101430452213	-4.43965574751051761	-4.26158048159801428	-0.34955747616986843	-1.01060141134539649	-0.48776035083499458	-12.39723315099133316	-1.64506509007725144	-7.12094849944317865	-2.20727491318972069	-3.58993950625903269	-1.00785792539964558	-0.05445618579605885	-3.24676102835773639	-3.12129549652933669	-18.10587000411233305	-1.20064501423326142	-0.53102833108351022	-2.38162830033449868	-1.78976146656538182	-2.74419564773856361
VNG0249G	-1.03282454813010660	-1.66600826392249468	-1.85789927173259994	-2.21640739675299336	-0.62735944002194211	-0.60513630323723189	-0.31334181923235860	-2.04022082852655462	-2.02495335639576624	-2.77099000087608438	-1.26584820804402365	-11.11414934501286034	-1.98777435315401196	-0.94933058595235520	-1.11474167059799334	-0.97021907389971074	-3.44828898919600579	-3.31869616015041169	-0.68121860969467152	-1.38629436111989057	-1.26584820804402365	-1.08470938349911816	-4.64391101430452213	-4.43965574751051761	-4.26158048159801428	-0.34955747616986843	-1.01060141134539649	-0.48776035083499458	-12.39723315099133316	-1.64506509007725144	-7.12094849944317865	-2.20727491318972069	-3.58993950625903269	-1.00785792539964558	-0.05445618579605885	-3.24676102835773639	-3.12129549652933669	-18.10587000411233305	-1.20064501423326142	-0.53102833108351022	-2.38162830033449868	-1.78976146656538182	-2.74419564773856361
VNG0254G	-1.93794197940613655	-0.67727383140365516	-0.37979736135958653	-1.22758266996506982	-0.92886951408101515	-1.06131650392441279	-2.91877123241786274	-0.87466905718333565	-0.36096986822161325	-1.54646311327271202	-0.81418550893700137	-1.21402314017943747	-2.77579385318872962	-0.39452516806982996	-1.32425897020043792	-0.45413028008944539	-0.40496523306651327	-1.70925824771631141	-5.04057917046932769	-0.63111178964049264	-5.27070219951506314	-2.63945740963659814	-1.89047544216721275	-1.68200860526893581	-6.46306945772069152	-0.40947312950570314	-0.47000362924573558	-0.15431736038435728	-1.09661428600543664	-1.64506509007725144	-1.59454929994034966	-2.56265199841285307	-0.83240924789345294	-2.12026353620009100	-0.49922648792263880	-1.43129172705062646	-1.19732826160726735	-0.53785429615391001	-0.98886142470899052	-2.20727491318972069	-3.93222571274566546	-0.08555788836164654	-0.85566611005772020
VNG0285C	-1.44816976483797810	-0.52763274208237199	-5.12773106597250283	-1.65025990695435554	-1.22758266996506982	-3.41428262121081083	-3.09224317393483483	-1.88387475813586058	-0.11878353598996698	-3.76360300030987283	-1.61445045425764455	-1.66600826392249468	-2.61183134336166711	-2.02495335639576624	-1.08767234862977524	-2.28278246569786614	-2.45340798272862948	-0.49265831981054176	-0.52593926157603887	-1.38629436111989057	-11.56632624169734314	-0.45413028008944539	-1.62455155024414855	-0.23572233352106983	-1.01060141134539649	-0.00904074465214907	-0.43386458262986233	-0.76787072675588175	-0.50252682095129564	-0.26396554583446485	-1.36257783450257453	-0.47642419704865829	-0.26136476413440751	-1.00785792539964558	-0.63676684712383758	-1.75446368448435819	-0.83240924789345294	-2.40240542827625658	-13.25019674891421317	-1.15518264015650396	-0.88430768602110432	-0.21567153647550871	-1.42711635564014583
