"GENE"	"V1"	"V2"	"V3"	"V4"	"V5"	"V6"	"V7"	"V8"	"V9"	"V10"	"V11"	"V12"	"V13"	"V14"	"V15"	"V16"	"V17"	"V18"	"V19"	"V20"	"V21"	"V22"	"V23"	"V24"	"V25"	"V26"	"V27"	"V28"	"V29"	"V30"	"V31"	"V32"	"V33"	"V34"	"V35"	"V36"	"V37"	"V38"	"V39"	"V40"	"V41"	"V42"	"V43"
"VNG0019H"	-2.8773600762566	-0.648611209868163	-2.2278191281155	1.360457200646	-1.1531678585725	-1.11740885106244	1.59171859543976	-2.75843641592442	-0.921810502343191	1.00082865953978	0.663430895223063	1.42489340136794	-0.912764328571201	1.54619491316961	-3.2776290383165	-1.09029995846201	-1.4657567963061	-1.29092495997264	-3.51621267387115	0.268085498599207	-2.26457427021008	-1.96627499580868	-2.02777834740031	-1.31325000073861	-1.4610633555867	-1.54404280909513	-1.4198418021004	1.64718649052085	1.62335771691617	-2.76872703827734	-3.00210898173393	0.534334966108811	-0.033818465744039	1.40457063287283	-2.63027206312167	0.613072176344156	1.3825475914218	1.27663541109222	-1.19601146002441	-1.00035597070665	-0.273925146362136	0.87038576764146	1.39221688145516
"VNG0021H"	0.190378616264079	-1.07550107075258	-0.24672444950446	1.05104060406622	-0.145819220424673	-0.0201283250348308	1.24884108032781	-0.0507057280500737	-0.554888868820614	1.09974417906432	0.817630388010457	1.15183122492972	-0.156463976432754	1.02490304750502	-0.0659539592867836	-1.04007702436602	-0.0626411754872808	-0.734939044379354	-0.534691235287551	0.241259494716135	-0.156765743041859	-0.804730072280677	-0.12233291952131	-0.284298448879086	-0.673344916365551	-1.08253948959848	-1.27968892971258	1.53308445918574	1.27778329233936	0.337162069318522	-0.764642951643194	0.671458515458491	0.374277485411311	1.10898967580611	0.403145284825945	-0.23850868484835	1.23224793873215	0.965472504265293	-0.0223403825815416	0.00827439977829267	0.0155369789744301	0.845261947225499	1.20342172151233
"VNG0028C"	1.32646147046998	-0.933635061134455	-0.103643946360311	-0.734257259779613	0.324040298242397	0.201377786353334	-0.7156608784031	0.307121521851584	0.342361834895915	0.227062981803435	0.00164803047249336	0.385226252646322	0.177295265597171	-0.891647814199815	1.2818750434328	-3.88546554329116	1.33431500316521	-2.60717609673727	0.983440711260173	-0.311800507429523	0.921918008813944	0.698620287050234	0.121001391599765	0.163781341309122	0.923055485962843	1.00396534768302	-3.3587791250284	0.634832090467915	-0.612528812254732	0.645488127115635	-1.5936549580785	-0.377827979175921	0.456361504732644	0.404578831872901	0.129397914657164	-2.30525931808806	0.453980049266517	0.223319150897002	0.2784591244286	0.412038100785869	1.08228733741027	-0.282428027326802	0.362611622319174
"VNG0034H"	1.12136357995823	0.288943611350629	0.038367546822603	1.03138486860992	-0.417150643867839	-0.428056777762088	0.125622585447362	0.101496447162526	-0.626453431013051	-1.1649496917795	-0.395069966899895	0.124246978073154	-0.221759829433366	0.297152586928914	1.03196637031993	0.156864834594368	0.909080952312304	-0.169773312117862	1.28057904111441	-0.658985623893579	0.745623572472499	1.02628940508418	-0.108837792193584	-0.427039053532788	1.14573657518399	1.09695401137434	0.148249581353956	0.309351816694415	0.219405412116184	-0.0105557102206603	0.432751990442903	-0.854179758312308	-0.426016602912355	0.09234027808277	-0.319746139420988	-0.796690960721688	0.424680778830764	-0.0374098261042431	-1.9484359459772	0.758394615404964	-0.15594105136373	-2.78318027721957	-0.0418048126863625
"VNG0042G"	-0.932242707594544	-0.423703701941707	-1.28703112606461	1.51011529455328	-0.750686152349989	-0.948339657303096	1.70230447447489	-0.810437917940464	-0.715044110248112	1.30996516076888	0.971141459079763	1.5810329984792	-0.250157823659431	1.61471301851893	-1.02560007258572	-3.64102845229723	-0.955457013208569	-3.27174803390241	-4.21914500957589	0.530279647001858	-1.20251895316598	-5.69000812733161	-1.03413321907496	-0.840653101114326	-4.88281623074546	-4.52673306777145	-4.49886426079232	1.86578435230084	1.73480522417384	-0.506048298735143	-2.31907752685504	0.62763340428851	0.558524070693191	1.5648288064468	-1.06609154991675	0.733526868709886	1.60494171582315	1.41500482064813	-0.824611390640227	-0.373931066002395	0.588192288607549	1.06031347783913	1.55858195256072
"VNG0049H"	-0.451773632075951	0.0763274848991953	0.145665375475073	1.50641681894073	-2.55252792735429	-2.88897975226024	0.80691133075188	0.146592174118951	0.166140198168627	0.0489490866199707	0.59989911549901	1.12821102661002	-0.0361695956745522	1.26938002515369	0.503854913888793	0.249291604028871	-0.255478791459526	0.00763610702754698	0.471795763005228	0.263429120855373	-0.727818847566735	0.341288660365943	0.600190469946024	-0.162105124491579	-0.322761893303375	0.572659723732465	0.0939951113393695	0.958440831903961	0.857430223867098	-5.01448223566183	0.0354317813836032	0.510727611366478	-2.00682446703871	1.10254298242358	0.0782978851765003	0.296278406976105	1.1048067426226	0.967208057497875	-0.509180131656772	0.870811586315077	-5.82089110510448	-0.257683883916907	0.634766451874535
"VNG0050C"	-1.85891875657512	-0.0389794546963265	-0.107907808943609	1.45840045889063	-1.01541028737706	-1.13669144503384	1.34487862098914	-0.830982015023084	-0.337791026871149	0.669005727417912	0.601309761951845	1.3120854983352	-0.013757216974787	1.39238098978797	-0.636719005173784	-0.251075060748511	-0.44634187775856	-0.415962737572882	-0.73767235242624	0.380919344850531	-0.672395940298576	-0.229319856565109	0.375053801322019	-0.582076699503671	-0.568222582417911	-0.029503191570236	-0.303971121877991	1.40503445840266	1.3855363891126	-5.41273084796145	-1.2901327975373	0.514511284245771	-0.68450707947	1.28243663576754	-0.87388774370849	0.461035432523229	1.25872232670019	1.10847452020277	-0.634603525958889	0.250229946681829	-1.35008073663129	0.645318185341693	1.14320870665418
"VNG0053H"	0.559466709709678	-1.06419403085626	0.0396063040144335	1.03547620995797	0.0501936909188199	-0.0965700701915752	0.63930526011292	0.324052563017849	0.342746610962799	0.517370769286328	0.490394306064732	1.04516426527331	-0.268259523924961	0.837501981441707	0.664307273122567	-0.87546328207074	0.572316750210766	-1.35930621453553	0.103675081906453	-0.0100909096953214	0.138173890483474	-0.100467394867306	0.382246056682997	0.103561469694534	-0.204534325152107	0.154274653071896	-1.2253388356552	1.15511417860224	0.693470080532378	0.359924484080502	-1.61576131070334	-0.0507285290250363	0.0479099637812895	1.04008302426673	0.0914547419504755	-0.717420161875091	1.06595712426457	0.882872789133729	-0.156841707910962	0.791439578302829	0.442462569087001	-0.00620177045268036	0.852161075010706
"VNG0062G"	1.33718943276236	0.447831280007504	-0.125321606230348	0.125291936156511	-0.353801277806076	-0.517416816840636	-0.518917680740672	-1.44283943694634	-0.327129478992934	-1.7652362965536	-0.931484814622089	-0.256471263825973	0.569840576431517	-0.394389323224854	1.32358970271389	-0.444013549326574	1.5203772660901	-0.449061428223536	1.36236453922312	-0.133688200965618	1.14950727368875	1.26619729116251	0.312922459740141	-0.438304860940559	1.47402901290591	1.54572171925656	-0.376529078446182	-1.19106442717904	-0.451002178146284	-1.9926085388568	-3.51998399862541	0.347425040845572	-0.173803415649516	-0.27878760819193	-1.77553016648232	-0.135373321617612	-0.840145179290452	-0.602484742742629	-0.349202394821175	-0.215450933993529	0.727039816178406	-0.374150471129636	-0.573597793393144
"VNG0064G"	0.956496486875014	0.323813094268852	0.339123714114332	1.09641007579577	0.336800942510367	0.309968474301149	0.918433825047765	0.262765840641355	-1.28656680636207	0.0202671109085643	-0.262735987861203	0.358511747316478	-0.660212065751412	0.333056835118373	0.368032666724896	0.3710574655646	0.497283614097199	0.199125776082086	1.04199482309115	-1.00711107826669	0.723455989830824	0.859357081255435	-0.249519818185828	-0.100315249294832	1.06230514847758	0.601732130425732	0.47518013997495	1.00871422027871	0.983842560339579	0.626865627983901	0.778177264999845	-1.36463163886942	-0.0777921594582663	0.313789017212478	-0.159496680229925	-1.35744149149642	0.805617333948798	0.039760071908476	-1.57346367298738	0.726928597042467	-1.56877270221786	-0.93180942193619	0.711213377204751
