Cond	"V1"	"V2"	"V3"	"V4"	"V5"	"V6"	"V7"	"V8"	"V9"	"V10"	"V11"	"V12"	"V13"	"V14"	"V15"	"V16"	"V17"	"V18"	"V19"	"V20"	"V21"	"V22"	"V23"	"V24"	"V25"	"V26"	"V27"	"V28"	"V29"	"V30"	"V31"	"V32"	"V33"	"V34"	"V35"	"V36"	"V37"	"V38"	"V39"	"V40"	"V41"	"V42"	"V43"
"Cond0"	0.00194507273327213	0.326453629874825	0.0336432291296336	0.451925103858728	0.0767126728643174	0.185735069347008	0.332736833068295	0.401870323511165	0.0123238390136252	0.00149942945044372	0.011702176111045	1.12078151026682	0.123926404757029	0.112738391590321	0.0283012759209978	0.114665064274808	0.67578037664003	0.018397967420519	0.161635722548897	0.199967594851835	0.454939366360347	0.0329422928356457	0.0304207754474251	0.821980840893497	0.0116639048944711	1.09236121831333	0.0217536628717514	0.0718138790634341	0.421247367226237	0.0137523597826009	0.0924572053672893	0.00177244910048643	0.358492331957209	0.0332057924565436	0.00813325161382939	0.0192985739749529	0.0607012125777933	0.0569545991619399	0.0951523239313268	0.000406851916901812	0.31234067696315	0.268263882241869	0.0396463836443985
"Cond1"	0	0.0295667060705085	0.082983317469937	0.0813273137721501	0.120560049749112	0.513974300858075	0.078021411987878	0.284281771590434	0.229282725912955	0.214295647879905	0.187670356756063	0.0495555202698125	0.0690853397713874	0.133106484234547	0.603406721124567	0.0194547043430086	1.49610530692775e-05	0.276515162350871	0.134841624057437	0.113543515971618	0.406467577881651	0.203461941969786	0.227076867919381	0.161709477949512	0.307016586386519	0.986557663157131	0.175465328045297	0.510917432121224	0.262677029672383	0.690148872598563	0.0567977894771563	0.176996780363101	0.134059038393542	1.45680120177961	0.327218200767163	0.035308988697626	0.0327498468203446	0.830397424088525	0.156129044779346	0.000774935604565168	0.480575088716394	0.109765892947951	0.111635198577095
"Cond2"	0.0400738377902594	0.304933854358559	0.0617513278484512	0.149273940244713	0.251769915614948	0.0574059599223349	0.730928641032357	0.040324796558293	0.744259115329465	0.196357003668955	0.204506644660223	0.626601987128992	0.207094130938524	0.103664720964442	0.027046769791595	0.188529605202759	0.685020166002933	0.0934591328278409	0.0719635281811766	0.0290183328059221	0.561576036286895	0.183111712612871	0.191832079341867	0.025012584406973	0.250837954222787	0.260907634089429	0.0662610428662692	0.218069151710731	0.115063989663928	1.19244777775019	0.228088951668137	0	0.0217121579147293	0.575092625800253	0.444245451065001	0.076884244931825	0.18277832432429	0.0503810377711559	0.0497921198749605	0.00644995676698988	0.20990850168116	0.00331771358000062	0.0579425475142641
"Cond3"	0.120200114578047	0.514738783718382	0.00262539224555237	0.00345005042002301	0.0263045145281955	0.234504385767399	0.128106166136897	0.0147383303403339	0.0128627619658664	0.367732255759333	0.00324406812851797	0.114352068732148	0.00841692495796663	0.0120791591981382	0.272153479717381	0.00154342802609439	0.00563456327694607	0.00461664945575652	0.00739406230959166	0.157231783682004	0.0152999052566121	0.0187029564477123	0.00108319999502712	0.0365633359004501	0.0023331772094672	0.0569378289993305	0.00456149657615984	0.072380487350605	0.000690080527588106	0.0355767195399354	0.00108698911771697	0.136749514777306	0.422610222114418	0.00142299749515955	0.003823179157015	0.00218239451489555	0.00249995059506742	0.283627912709547	0.000921723905947533	0.208949725432034	0.00377514463171985	0.0961995728107055	0.000873444524149532
"Cond4"	0.0448219043284777	0.280030979037846	0.101481303364829	0.0151343384962657	0.0733062227049106	0.161085331518563	0.287170275943621	0.0238315581763683	0.239132099032854	0.115663474002914	0.0502841015931744	0.0623149936577529	0.260513072871426	0.509040945545344	0.138663355237463	0.0647499670828223	0	0.0948492030189718	0.00837846393877427	0.182821650374039	0.0275638717856999	0.387900161335503	0.0937713818240256	1.64556075785818	0.0858069890605286	0.0528666110799812	0.051249383221308	0.2187201591945	0.144055375900642	0.482356256456656	0.0253650445520449	0.354800844586103	0.141472860611306	0.16763366574589	0.771079520766054	0.0592588792630635	0.257740010245567	1.51518234330398	0.0850618654950755	0.248780647907983	0.0521856462475379	2.11838613947951	0.0066744890623916
