"Cond0" 31 4 3 14 23 36 27 32 35 39 40 18 15 9 16 19 31 38 11 20 26 24 37 22 34 12 8 13 2
"Cond1" 33 1 39 35 23 42 24 20 17 30 5 8 9 13 41 34 21 11 12 38 10 15 28 1 40 3 37 43 6
"Cond2" 30 32 33 35 10 19 18 6 28 25 27 40 37 22 1 8 5 29 3 11 4 7 21 16 2 24 30 43 31
"Cond3" 15 41 4 10 21 20 2 26 14 17 12 34 43 37 38 29 15 1 22 11 25 32 19 36 7 13 28 33 42
"Cond4" 6 3 14 13 36 23 20 21 25 32 6 7 22 43 17 38 42 2 24 39 16 12 34 9 26 29 18 5 27
