V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20	V21	V22	V23	V24	V25	V26	V27	V28	V29	V30	V31	V32	V33	V34	V35	V36	V37	V38	V39	V40	V41	V42	V43
VNG0019H	-5.78487138276640511	-1.30885179414025266	-4.45537239055453949	2.68756746954873504	-2.32261198241049494	-2.23567307714525931	3.15201116970855511	-5.57045546012676152	-1.88430255387709900	1.97617177896241558	1.32195935843244450	2.78933174774229631	-1.86614716059283103	3.04061934207758533	-6.60919729743736539	-2.17668217536028541	-2.94993821247231880	-2.58230393947355985	-7.01776262247283533	0.52142349663601961	-4.56783081452781481	-3.93724702825850104	-4.07960984722797715	-2.66317840078584611	-2.92417225630104838	-3.09513887310916624	-2.86030249793855518	3.25757118095059051	3.17724164081508365	-5.54206946669133949	-6.01538282133300672	1.02366694233468136	-0.12130523654922767	2.77439913319642661	-5.28928875388838549	1.18224669111936187	2.74400203192047343	2.49497397916691188	-2.42333364711747157	-2.02696394530422097	-0.55373591653490661	1.71476304747060726	2.75330664446486573
VNG0021H	0.35894592127014291	-2.16014021042451709	-0.53076490176568247	2.06964951973608935	-0.32858407257650635	-0.05933655886227615	2.47718877830586015	-0.14239202361952957	-1.11423820302904253	2.13932889526118331	1.61738529183835622	2.25130714651227004	-0.34347649263858210	2.01163232947792192	-0.14792155646785468	-2.08440354088286917	-0.14690464641999973	-1.49271368167740226	-1.07143063310696895	0.43888168499040658	-0.31338139749734406	-1.62231302671167787	-0.24535994879145437	-0.57684883331877956	-1.35332229154589112	-2.16987544470986515	-2.60304187461463421	3.03556073143749927	2.49014989866494085	0.62287580924152475	-1.60763274178213345	1.30599295033248786	0.71020577122092376	2.14784743039520221	0.79664726411834008	-0.49015041043851959	2.40155674187062651	1.88824863260025211	-0.05744876496064604	0.00675397004481666	0.01691014137277946	1.62979711950969497	2.39047238711265564
VNG0028C	2.60031339904935699	-1.86979795887455635	-0.25496141600293809	-1.51203605145165532	0.58874275092754647	0.39606086886513564	-1.47690854919720116	0.60064200165418469	0.63039162751354660	0.41602178504057546	0.00219392344101695	0.71377899036354941	0.30699368701881335	-1.81510875539814243	2.50247644138905123	-7.76562884672527698	2.59870555182594787	-5.19275204233054133	1.91549616301910208	-0.62798829977148218	1.77552300128336094	1.35447735354301280	0.20858414211557863	0.31928301604181564	1.78236389450824695	1.99480507054531686	-6.70476897376784287	1.23954491940833655	-1.24620852018598338	1.23986359449933214	-3.18708472217887495	-0.78789163837251797	0.84828340685380066	0.75030915937251386	0.21361420478413382	-4.63601567942283666	0.90770189000023915	0.39494598271977616	0.51471697747949441	0.76671428013456722	2.15056230874631105	-0.57814377239877690	0.69949907340505835
VNG0034H	2.21784167593797843	0.56569592156443471	0.02945763304723114	2.02946617705763233	-0.87306716002941098	-0.85575750007243612	0.23706517546286138	0.19302204430031378	-1.25004834412505472	-2.35970068569216762	-0.86132870814848705	0.23908113832354347	-0.47678950666442665	0.57227288757727723	2.04565597026494306	0.30038824862830021	1.76466900062187659	-0.35526849003217342	2.53194729602103097	-1.30892177719981584	1.47856537690880518	1.98232810381723557	-0.22508669574703188	-0.89388049130088154	2.27133655384537247	2.17431467678822621	0.24442094031961534	0.61831763846115573	0.40859233496834285	-0.04047807673444818	0.81032527487181050	-1.76333413906123027	-0.89202080153541408	0.17605020940635951	-0.65332442701734961	-1.60637348875829478	0.80092399600865949	-0.08162004627270145	-3.92854077087861819	1.49938794851522594	-0.37131926771089269	-5.64970891408521236	-0.09883024911598376
VNG0042G	-1.87441767280056948	-0.86347557080162485	-2.60119677163783836	2.94685306065662678	-1.54584699391008917	-1.95609081778357141	3.34665109199250299	-1.68110838327512746	-1.47918413040644570	2.56695875953500519	1.90359949652965343	3.13335274045647338	-0.54889383767182198	3.15801896387773207	-2.09851625095233141	-7.29373100003289387	-1.92639113813083429	-6.52596867429897998	-8.43967707220520857	1.01497524238867198	-2.46391543479175645	-11.48493120159136005	-2.10818358733816380	-1.69940390266630237	-9.83995754201317219	-9.06780239558023204	-9.00471175822873526	3.68292379382399204	3.41350671722467336	-1.00970627480473185	-4.63146142757156909	1.22375633008956930	1.09581901055021791	3.04587381129040136	-2.15124908495776745	1.39346060094490665	3.14507308014979214	2.80998582517724893	-1.69426405983202155	-0.79980032363191400	1.17663222231343090	2.10150727039307661	3.09031720202734883
VNG0049H	-0.93018778882433895	0.14104246091590156	0.26464682821821550	2.95103345666600925	-5.09411192769857912	-5.80763210239196681	1.59811592069047426	0.23540053693839963	0.29747903192260161	0.08047567823142150	1.19524482387389108	2.21528009631075573	-0.14456372389151245	2.45971681043720247	0.97300071595863613	0.45752083746409622	-0.55954379588663372	-0.01541886565369646	0.87833813523288939	0.47147508932422977	-1.54346842314951949	0.63990729353530718	1.12030936805533154	-0.36271461284749468	-0.67214782906647985	1.13548464325946297	0.15698809657805923	1.90735839893540837	1.67737348017070187	-10.07270003289140448	0.02414551028505179	0.98728320481308773	-4.01734119807628165	2.18491896259701379	0.13854513406800165	0.56246908121481343	2.16910675084696081	1.91366584504358150	-1.05410693341741912	1.67193296015952964	-11.68543823368971779	-0.52791689690472687	1.26294633427119796
VNG0050C	-3.76590802373204081	-0.14477762867044117	-0.23149937131553372	2.86492005792157078	-2.08423872914790387	-2.32737855035769226	2.62500349942173061	-1.70822611469400942	-0.68191038691357353	1.28482642497038335	1.18894077398747711	2.57589559779376742	-0.09994163996297181	2.71301659397889017	-1.31810607090700205	-0.55067736686198887	-0.92775859691001816	-0.82226277784073387	-1.50208221716333945	0.71898683995318169	-1.39664174435189592	-0.52121382750493150	0.67108593206517309	-1.23118545733033269	-1.18302741739234762	-0.09581607544881911	-0.59895145428502794	2.74978907373023684	2.70773824890668102	-10.92198219878984844	-2.58777069489004274	0.98381115767981675	-1.42889360753210370	2.49058257342306755	-1.79624616512522750	0.86176659085668550	2.48379736961866548	2.19823822755191234	-1.30045560234049962	0.41817786314569827	-2.68948875205187710	1.27822606201363675	2.25432397099615711
VNG0053H	1.07710357590620953	-2.21195949181692164	0.04801670793255967	2.06195438151314603	0.09541534157441704	-0.19286174809211376	1.23720138100167376	0.63064310457820050	0.68254061231263108	1.00273689311317371	0.94227129506351570	2.07868780331566327	-0.57753530566072986	1.61846176544839793	1.28440239809725520	-1.78616354092107543	1.11879800944138097	-2.71213500902483728	0.17286856603961129	-0.02544381535553362	0.26300227039442864	-0.23436558839614299	0.75186180614869247	0.18439922194397643	-0.41413418698664600	0.29155476738389430	-2.46214879445076607	2.27325598924512207	1.37238042189372500	0.71059487688218226	-3.25065104011198125	-0.14176780843455200	0.08910418954119335	2.02912702544351831	0.18240387802710309	-1.47444814412804837	2.09814121272286380	1.76149191716864539	-0.35030358466792588	1.56973790824419290	0.87733745943669383	-0.04705173698643038	1.67759438905318103
VNG0062G	2.65744080414854889	0.87371770343696187	-0.27474718542541171	0.19517932984256364	-0.74581588691375711	-1.06012674614518465	-1.03572045304343341	-2.92235083803287576	-0.64719502249088101	-3.58813884017068396	-1.92160065703242200	-0.53563371840704577	1.10876374204825323	-0.78236891156137633	2.63566877307879999	-0.92158949490051678	3.01506309489097557	-0.91973078961549359	2.68249406958772196	-0.26453929133445331	2.27328122194944982	2.47534920358102628	0.57294793812783584	-0.88408188357572648	2.93428013118088105	3.04796709185591563	-0.80036689083052215	-2.41857750787110781	-0.90575694248998329	-3.99663609406838827	-7.06380338840823274	0.68177623951067801	-0.34556090894287661	-0.55916089819178649	-3.53821767792444897	-0.27839943304730363	-1.71579647893518028	-1.19968078717985249	-0.70605213755069052	-0.43792775535969974	1.41053275837343284	-0.77587709580854791	-1.17353219942314335
VNG0064G	1.86431247840006398	0.55522318158847916	0.66688090927679400	2.18108934717713110	0.63492238732399453	0.58852178203970451	1.77465794473984295	0.52383540008852791	-2.56365815194967794	-0.01926096017282448	-0.53589853923159481	0.71435236677515912	-1.31115314569892605	0.64872983972351028	0.69116453859734284	0.70284577188513431	0.96118980967359002	0.36625261836209166	2.02991372254289937	-2.02613720946317777	1.43501531511493829	1.66678394797475438	-0.51259133907844323	-0.20818681286379295	2.09791461505640164	1.17983434944526677	0.91073016517520333	1.96722155566546064	1.95417720378287263	1.23398081227113599	1.50256165934369856	-2.76480289533892742	-0.21126903428060487	0.57874694299156770	-0.31678868432235108	-2.74942425958543790	1.55093683597130694	0.06064844387341718	-3.15601679538545987	1.40650436756257435	-3.14482273824933678	-1.90040995333231533	1.36928275941875399
VNG0095G	3.10791362911447289	0.82412417980319319	-3.01913994281119624	-4.08562377529613840	-6.17333838128373369	-6.36809476044143974	-6.42330360774577258	-2.44357225879321316	-2.59228278478738972	-3.07349841281231173	-2.04994541186205081	-4.26525814222985478	1.11785726085263071	-4.13970407978877031	3.19514921865414481	-2.76271794987401620	3.09746725609294726	-1.78069670085253873	3.31003746912136920	-0.68566524710925736	2.34673290046397609	2.75375043647729711	-3.09975091869011132	-2.59403372150364930	3.13150670402706988	3.37428617915482754	-1.90542973521183012	-5.06282465196857068	-5.65054546346773279	-5.47254163470135335	-0.06312370622720766	0.46897935062247581	0.46449068134775151	-4.34799768610266657	-1.91274807779790956	0.11997139839269083	-3.35156144498119835	-4.43981756261269922	-0.46844130452519062	-5.81253607427248475	2.09688519700975640	-1.66232048346114158	-6.10459499066509359
VNG0098G	-10.39996888852523149	-0.96889454795141727	-10.75541461831756962	2.91613543547991672	-6.06919599265663301	-5.60180708439918629	3.35531003737010591	-8.38891272507786034	-5.08315900205033788	2.37075946423594530	1.68348022622798732	2.96626471439966810	-1.10591427209029391	3.18627959576362807	-9.83434567198870724	-5.03099184342658390	-8.68041645394338879	-4.75277118081325511	-8.00350070565018079	0.80082713150876761	-7.94262522810891358	-9.02338276470598544	-6.88268592357197306	-5.07619391063327630	-7.24553399850373836	-7.08351168232131911	-6.38347200713326313	3.51999998851895191	3.41195435970521777	-10.49408254748169433	-4.62192130820279079	1.27057595648834876	0.47792842727560131	2.92075856949572454	-4.27709273306555637	1.41954193869241085	2.94483321354600136	2.63756022013804481	-3.48836439115886110	-3.09271492903696954	0.05899698924039635	1.94561202057263638	2.90229240451575166
VNG0117H	1.94010141722659313	-2.81409694825473089	0.22382061211791163	1.18058396280302369	0.67111619923796617	0.43659940357577492	0.38342138662177133	0.83302458941549606	0.87662985103854341	0.85604390189991508	0.55599224719676243	1.64715916070433166	-0.18678398303907565	0.64861671023733003	1.89989853334575409	-3.27780468962817739	1.92749426706497196	-5.16954983248614308	0.86861528341939820	-0.22485248414989997	1.15691212902627383	0.38017515739807839	0.80568472144476544	0.38581489134082775	0.68776826959259607	0.90392654408299178	-3.98060310516441929	2.02208054876804422	0.48843522995982919	1.33548324235926974	-4.53164271556991061	-1.36921243734070064	0.55356273296689451	1.68406299768818157	0.28922930220333259	-4.00761710712738406	1.75823215548662359	1.34849577528920017	0.22755923844844356	1.54363504071376423	1.62469106875712432	-0.10367204570307671	1.42776138271656849
VNG0123G	-4.60744868124770157	-0.67822657790861007	-5.48634577700504522	3.07172961429051838	-4.08993457285422579	-4.78260987153794925	3.44002518092191911	-4.29999222317537910	-3.92142529693628239	2.55097766594263220	1.82795264266102064	3.09468152945165631	-0.71410695260137091	3.26724351982479400	-4.77726129951747147	-7.36784951128835175	-4.80780973404998768	-6.09950184368340587	-7.56761253070943329	0.98483006970445475	-4.58144663029398380	-9.69835401520632345	-4.56241853459098312	-3.72215023295761505	-8.54269623550689339	-8.14941625049992879	-9.12308030018719052	3.64777292819190002	3.53090131533647122	-3.96717062969422729	-4.51531869657512086	1.35496404663736181	0.83500825179101801	3.05868554191463815	-4.16509055907634451	1.58827750186562544	3.13764020447498204	2.72837869802443977	-3.29898863186456648	-2.23429072741084189	0.66180572298192519	2.12080579611897591	3.04690537043368792
VNG0124C	-9.29999965130938300	-1.00038308761733008	-5.90827876877207903	3.02663381956691957	-5.55890352913602293	-5.56705644706298841	3.29300669030859083	-5.93608984750956292	-4.21761159478514358	2.29159171407952655	1.60342873642660666	2.96068381008816361	-1.29406259826339709	3.17969565505069962	-7.30619370802472279	-4.38338383307849977	-7.82897481887449675	-5.69622077898430756	-10.50896596986945752	0.75866855535357003	-8.14011997767583928	-8.09503223038885800	-4.17964204043081633	-4.98769618498394873	-7.40840348120588743	-7.78723330776180500	-6.10628671275308310	3.46559781507647235	3.37077604782931184	-8.11227091274903067	-8.19379618161818080	1.13532091951304048	0.35224228857756384	2.90485879850247564	-5.30210202031453903	1.33747177800488348	2.97209488499885000	2.59237778111102779	-5.71225796572563116	-1.63012624793945804	-0.02362477790450805	1.90648663201984103	2.87751381047075183
VNG0132C	-6.99072565129978507	-0.26939869964280005	-2.58089051216744858	3.05730349396815315	-3.73814693655692665	-3.92904296372965556	3.45779092543865518	-8.27997239382447958	-4.52170705671142947	2.47043298764135955	1.79723102267060275	3.06718533848234465	0.00944893116733916	3.17442516451134571	-5.93499043571757401	-4.49482925780478837	-2.80739036128614750	-3.43312827256834030	-7.74470281393587889	1.16463798387830719	-2.49167614501182522	-3.35808261431001354	-1.48253575291661033	-3.84034529377980505	-3.33631142854667884	-3.01063933752146573	-3.70148122387589451	3.58269800707108077	3.51816245411646911	-7.19927094215275076	-4.53108001202700805	1.42322867520197494	0.70563956816739171	3.02357042916851038	-3.82085392500651810	1.63250180081428997	3.07503521268261437	2.67742660592843551	-1.96212682478833700	-3.07251970103347904	0.38147702100429426	2.25621020666832983	3.03765980775253341
VNG0147C	-6.61024238014750143	-1.17512291030949911	-6.72257540343499294	2.80277881114386673	-3.62733091269132313	-3.48677848808273572	3.23044368102040469	-5.69151285450824229	-3.24861363451573615	2.21547560439310587	1.52171512492704908	2.86797897567052607	-1.61129289253639474	3.04502697403729305	-10.00886782163486366	-3.20722029860844104	-5.07767425745330137	-3.12147028786201730	-6.47644296381536666	0.60281292246031704	-6.55828464226105368	-5.57171729882564648	-7.04961399835560076	-3.36179945146294035	-4.53392430265862245	-4.76620693260132366	-4.13044790558619557	3.38982397236413613	3.30472242306193209	-6.05050898028559114	-4.50610673124716499	1.31561302311270434	0.28667291790357047	2.81211147415265073	-3.52973537167308526	1.24990677286315055	2.83830070688068403	2.54259742224748875	-2.90553646487213157	-2.79437238305245383	-0.26183249594040775	1.83199747476237329	2.80980172150154983
