Cond4	1:3:4:5:6:8:10:11:12:15:16:17:18:19:20:21:23:25:26:27:28:29:31:33:34:36:39:41:43
Cond1	1:2:3:4:5:7:9:10:11:12:13:14:16:17:19:20:22:23:24:27:31:32:33:36:37:39:40:42:43
Cond0	1:3:5:6:9:10:11:13:14:15:16:18:19:22:23:25:27:28:30:31:32:34:35:36:37:38:39:40:43
Cond3	3:4:5:8:9:11:13:14:16:17:18:19:21:22:23:24:25:26:27:29:30:31:34:35:36:37:39:41:43
Cond2	1:3:4:6:8:10:11:13:14:15:16:18:19:20:22:23:24:27:29:32:33:36:37:38:39:40:41:42:43
