Gene	Cond0	Cond1	Cond2	Cond3	Cond4
VNG0245G	0.725049	0.000000	0.012289	-1.953945	-0.122890
VNG0884G	-0.414885	-0.187105	0.000000	2.082561	0.439290
VNG0947G	0.911360	-1.108411	-1.219253	0.738941	0.000000
VNG0451G	0.155821	-0.035185	0.000000	2.251862	-0.030159
VNG2462G	-0.925219	0.033044	0.000000	1.398843	-1.123480
VNG1046H	0.053341	-0.493408	-2.013638	0.613426	0.000000
VNG2616G	-0.489383	0.382609	0.000000	2.091001	-0.035591
VNG0042G	0.025695	-1.087749	0.000000	-2.141238	0.196994
VNG1617H	0.250387	-0.162015	-1.929456	0.000000	0.677519
VNG1635G	-0.720474	-0.308775	0.497470	1.869802	0.000000
VNG2185H	0.546910	0.000000	-0.376561	2.115916	-0.125520
VNG1642H	-0.195198	0.254606	0.000000	-2.079282	0.356448
VNG2115H	0.256090	-0.093124	0.000000	-2.170947	0.023281
VNG1176G	0.000000	-0.472552	-0.191031	2.030966	0.020109
VNG0546C	0.000000	-0.496127	0.187064	-2.155305	0.243997
VNG0243C	0.475983	-2.076094	0.000000	-0.111400	0.050636
VNG1133G	-0.492792	0.000000	1.051289	-1.237455	1.073191
VNG1772G	0.000000	0.015549	-0.124390	-2.223464	0.124390
VNG1088C	-0.709370	-0.457149	0.204929	1.844362	0.000000
VNG1925H	-0.015078	0.188480	-0.369422	2.141138	0.000000
VNG1695G	-1.772523	0.000000	-0.005471	0.990206	0.005471
VNG2422G	-0.039796	0.000000	-1.472454	1.233678	0.570410
VNG0985H	1.018735	0.000000	-1.342333	-0.874914	0.671167
